,date,disaster,province,total_cost,claims,postal_codes,duration,losses_day
1634,2023-01-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,96947.0,4,"[32330, 32600, 32813, 32701]",1,96947.0
1636,2023-01-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,87438.0,4,"[32001, 32500, 32702, 32300]",2,43719.0
1637,2023-01-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,9085.0,1,[32701],1,9085.0
1638,2023-03-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,1793.0,1,[32572],1,1793.0
1644,2023-06-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,695019.0,188,"[32001, 32002, 32003, 32004, 32005, 32899, 32137, 32400, 32530, 32920, 32414, 32418, 32694, 32710, 32330, 32970, 32335, 32600, 32100, 32101, 32613, 32103, 32615, 32618, 32619, 32370, 32500, 32630, 32631, 32636]",6,115836.5
1647,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,10775.0,8,"[32002, 32619, 32500, 32698, 32411, 32830]",3,3591.6666666666665
1649,2023-06-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,6738.0,3,"[32697, 32002, 32572]",2,3369.0
1651,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,15911.0,5,"[32817, 32003, 32005, 32901]",2,7955.5
1652,2023-09-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,875.0,1,[32003],1,875.0
1653,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,18255.0,1,[32313],1,18255.0
1656,2023-09-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,26106.0,13,"[32001, 32002, 32003, 32005, 32901, 32670]",3,8702.0
1657,2023-09-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,71164.0,1,[32335],1,71164.0
1658,2023-10-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,4663.0,1,[32152],1,4663.0
1659,2023-10-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,4663.0,1,[32632],1,4663.0
1660,2023-11-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,70500.0,2,"[32400, 32400]",1,70500.0
1661,2023-11-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Ourense,30182.0,2,"[32330, 32870]",1,30182.0
1662,2023-01-01,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,4035.0,9,"[32893, 32337, 32366, 32895, 32895, 32894, 32879, 32892, 32702]",1,4035.0
1670,2023-01-21,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,52391.0,86,"[32897, 32646, 32520, 32780, 32400, 32786, 32788, 32411, 32412, 32420, 32548, 32550, 32300, 32557, 32429, 32428, 32556, 32433, 32310, 32312, 32314, 32315, 32317, 32318, 32329, 32330, 32337, 32340, 32348, 32860, 32350, 32868, 32356, 32870, 32358, 32228, 32880, 32632, 32895]",8,6548.875
1671,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,8489.0,7,"[32767, 32300, 32780, 32620, 32897, 32400, 32814]",1,8489.0
1675,2023-10-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,26361.0,57,"[32898, 32520, 32648, 32780, 32781, 32411, 32160, 32549, 32678, 32550, 32679, 32300, 32558, 32816, 32562, 32312, 32700, 32317, 32702, 32703, 32330, 32720, 32336, 32338, 32337, 32340, 32730, 32350, 32360, 32749, 32112, 32880, 32372]",4,6590.25
1678,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,4231.0,8,"[32161, 32358, 32550, 32300, 32625, 32540, 32702]",3,1410.3333333333333
1679,2023-10-28,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,4265.0,7,"[32870, 32870, 32869, 32879, 32869, 32329, 32879]",1,4265.0
1685,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Ourense,149675.0,209,"[32770, 32778, 32780, 32781, 32782, 32786, 32788, 32790, 32800, 32810, 32811, 32300, 32814, 32817, 32310, 32311, 32312, 32314, 32315, 32317, 32840, 32330, 32336, 32337, 32338, 32850, 32340, 32849, 32860, 32348, 32350, 32356, 32869, 32870, 32357, 32360, 32358, 32879, 32880, 32372, 32373, 32892, 32895, 32400, 32410, 32411, 32412, 32413, 32416, 32418, 32420, 32425, 32428, 32433, 32448, 32514, 32520, 32521, 32525, 32530, 32539, 32540, 32549, 32550, 32558, 32574, 32634, 32641, 32643, 32648, 32160, 32700, 32702, 32705, 32720, 32212, 32730, 32227, 32740, 32229, 32235, 32748, 32760, 32764, 32765]",6,24945.833333333332
1687,2023-05-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,18457.0,2,"[34800, 34170]",2,9228.5
1689,2023-06-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,41401.0,12,"[34250, 34219, 34218, 34485, 34300, 34815]",2,20700.5
1691,2023-06-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,2887.0,2,"[34250, 34486]",2,1443.5
1696,2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,213788.0,82,"[34337, 34465, 34120, 34440, 34478, 34192, 34129, 34450, 34449, 34100, 34486, 34840]",5,42757.6
1697,2023-06-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,8896.0,1,[34840],1,8896.0
1698,2023-06-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,2531.0,1,[34340],1,2531.0
1699,2023-09-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,1959.0,1,[34192],1,1959.0
1701,2023-09-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,4300.0,2,"[34338, 34419]",2,2150.0
1702,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,24488.0,8,"[34192, 34192, 34192, 34192, 34192, 34192, 34192, 34192]",1,24488.0
1703,2023-11-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Palencia,3801.0,1,[34829],1,3801.0
1704,2023-01-01,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,1855.0,2,"[34846, 34839]",1,1855.0
1707,2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,2893.0,3,"[34880, 34820, 34829]",3,964.3333333333334
1711,2023-10-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,6079.0,12,"[34820, 34888, 34829, 34847, 34840, 34844, 34879]",4,1519.75
1712,2023-10-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,1752.0,1,[34880],1,1752.0
1713,2023-10-28,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,407.0,1,[34886],1,407.0
1714,2023-10-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,425.0,1,[34840],1,425.0
1719,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Palencia,16548.0,34,"[34880, 34820, 34888, 34859, 34828, 34829, 34830, 34800, 34870, 34840, 34810, 34844, 34815]",5,3309.6
1720,2023-10-20,CAUSAS NATURALES/EMBATE DE MAR,Pontevedra,3950.0,1,[36958],1,3950.0
1721,2023-11-02,CAUSAS NATURALES/EMBATE DE MAR,Pontevedra,1487.0,1,[36780],1,1487.0
1722,2023-11-04,CAUSAS NATURALES/EMBATE DE MAR,Pontevedra,51800.0,1,[36320],1,51800.0
1726,2023-01-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,3771346.0,516,"[36866, 36867, 36868, 36869, 36870, 36360, 36873, 36874, 36875, 36876, 36878, 36879, 36880, 36370, 36378, 36379, 36890, 36380, 36895, 36388, 36389, 36390, 36392, 36393, 36400, 36410, 36413, 36418, 36430, 36945, 36946, 36440, 36448, 36449, 36450, 36455, 36457, 36458, 36459, 36460, 36970, 36470, 36862, 36472, 36471, 36474, 36475, 36511, 36556, 36600, 36619, 36637, 36143, 36658, 36156, 36700, 36710, 36711, 36712, 36713, 36715, 36720, 36210, 36212, 36213, 36214, 36729, 36730, 36739, 36740, 36749, 36750, 36760, 36770, 36780, 36788, 36789, 36790, 36791, 36792, 36794, 36800, 36300, 36308, 36309, 36310, 36313, 36316, 36318, 36330, 36340, 36860, 36861, 36350, 36863]",4,942836.5
1728,2023-01-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,13528.0,5,"[36938, 36539, 36700, 36829, 36639]",2,6764.0
1729,2023-01-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,3138.0,2,"[36788, 36002]",1,3138.0
1731,2023-01-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,64164.0,7,"[36001, 36419, 36740, 36883, 36789, 36791, 36157]",2,32082.0
1732,2023-01-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,2753.0,1,[36416],1,2753.0
1733,2023-02-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,2566.0,1,[36862],1,2566.0
1734,2023-03-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,2417.0,1,[36350],1,2417.0
1735,2023-05-24,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,2007.0,1,[36810],1,2007.0
1738,2023-05-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,15114.0,6,"[36720, 36598, 36512, 36647]",3,5038.0
1740,2023-06-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,10453.0,4,"[36880, 36512]",2,5226.5
1741,2023-06-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,1581.0,1,[36880],1,1581.0
1742,2023-06-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,12365.0,5,"[36207, 36213, 36210, 36587, 36316]",1,12365.0
1743,2023-06-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,363.0,1,[36002],1,363.0
1744,2023-06-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,4613.0,1,[36002],1,4613.0
1746,2023-09-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,17659.0,6,"[36740, 36201, 36430, 36400, 36316, 36318]",2,8829.5
1747,2023-09-11,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,755.0,1,[36873],1,755.0
1750,2023-09-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,5053.0,3,"[36140, 36157, 36863]",3,1684.3333333333333
1751,2023-10-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,3613.0,1,[36213],1,3613.0
1752,2023-10-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,15382.0,3,"[36475, 36872, 36475]",1,15382.0
1753,2023-10-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,6799.0,1,[36416],1,6799.0
1756,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,146510.0,46,"[36995, 36740, 36619, 36629, 36630, 36002, 36389, 36390, 36141, 36142, 36912, 36790, 36794, 36156, 36800, 36690, 36440, 36700, 36317, 36190, 36959, 36967, 36711, 36969, 36713, 36203, 36204, 36207, 36979, 36980, 36212, 36856, 36990]",3,48836.666666666664
1769,2023-11-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,1923627.0,251,"[36866, 36867, 36870, 36872, 36875, 36370, 36883, 36887, 36890, 36379, 36380, 36388, 36900, 36390, 36391, 36393, 36400, 36913, 36417, 36419, 36420, 36939, 36955, 36960, 36966, 36455, 36969, 36970, 36980, 36990, 36993, 36492, 36494, 36001, 36002, 36540, 36600, 36614, 36616, 36620, 36116, 36633, 36635, 36636, 36130, 36645, 36649, 36650, 36143, 36656, 36655, 36658, 36151, 36156, 36157, 36670, 36158, 36675, 36688, 36690, 36711, 36201, 36202, 36203, 36204, 36205, 36207, 36208, 36209, 36210, 36212, 36213, 36214, 36215, 36216, 36794, 36800, 36300, 36820, 36309, 36312, 36315, 36318, 36331, 36340, 36856, 36860, 36861, 36350, 36863]",13,147971.3076923077
1770,2023-11-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,576.0,1,[36863],1,576.0
1771,2023-11-11,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,3729.0,1,[36650],1,3729.0
1772,2023-11-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,5247.0,1,[36143],1,5247.0
1773,2023-11-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,7709.0,1,[36415],1,7709.0
1774,2023-11-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,1451.0,1,[36670],1,1451.0
1775,2023-12-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Pontevedra,6777.0,1,[36939],1,6777.0
1776,2023-01-01,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,34473.0,39,"[36370, 36309, 36680, 36788, 36780, 36300, 36760, 36789, 36309, 36779, 36760, 36770, 36780, 36780, 36680, 36780, 36308, 36780, 36789, 36760, 36780, 36309, 36780, 36760, 36309, 36760, 36794, 36780, 36789, 36675, 36300, 36780, 36780, 36780, 36309, 36780, 36760, 36300, 36780]",1,34473.0
1783,2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,14058.0,26,"[36845, 36836, 36870, 36429, 36877, 36879, 36560, 36880, 36493, 36851, 36116, 36883, 36886, 36885, 36888, 36887, 36830]",7,2008.2857142857142
1784,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,4427.0,5,"[36836, 36847, 36875, 36880, 36569]",1,4427.0
1792,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,91419.0,136,"[36739, 36740, 36870, 36873, 36746, 36876, 36749, 36891, 36380, 36770, 36388, 36389, 36390, 36393, 36779, 36780, 36788, 36789, 36794, 36419, 36420, 36300, 36307, 36435, 36309, 36440, 36316, 36446, 36960, 36449, 36450, 36836, 36966, 36455, 36969, 36458, 36970, 36457, 36847, 36988, 36979, 36980, 36860, 36989, 36990, 36991]",8,11427.375
1793,2023-10-26,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,4318.0,8,"[36955, 36955, 36954, 36954, 36954, 36954, 36955, 36955]",1,4318.0
1798,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Pontevedra,1818631.0,2286,"[36864, 36865, 36866, 36867, 36869, 36870, 36360, 36873, 36872, 36875, 36876, 36877, 36878, 36880, 36370, 36883, 36885, 36887, 36888, 36889, 36890, 36379, 36380, 36378, 36895, 36900, 36388, 36390, 36391, 36392, 36393, 36389, 36910, 36911, 36400, 36913, 36914, 36915, 36912, 36410, 36411, 36412, 36415, 36416, 36417, 36930, 36419, 36420, 36418, 36937, 36938, 36939, 36940, 36430, 36945, 36946, 36947, 36437, 36950, 36949, 36440, 36954, 36955, 36957, 36446, 36958, 36960, 36959, 36450, 36448, 36966, 36967, 36968, 36969, 36970, 36457, 36460, 36458, 36979, 36980, 36470, 36471, 36472, 36474, 36475, 36988, 36989, 36990, 36991, 36992, 36993, 36995, 36500, 36510, 36511, 36512, 36001, 36002, 36003, 36004, 36005, 36515, 36517, 36519, 36668, 36516, 36518, 36530, 36537, 36540, 36544, 36545, 36546, 36547, 36550, 36555, 36556, 36557, 36560, 36568, 36570, 36579, 36584, 36588, 36589, 36080, 36596, 36600, 36610, 36611, 36612, 36613, 36614, 36616, 36617, 36618, 36619, 36620, 36110, 36626, 36627, 36628, 36629, 36630, 36117, 36120, 36121, 36634, 36635, 36636, 36637, 36638, 36639, 36640, 36633, 36645, 36647, 36648, 36650, 36139, 36140, 36141, 36142, 36143, 36653, 36657, 36658, 36655, 36660, 36652, 36150, 36151, 36659, 36153, 36154, 36156, 36157, 36670, 36158, 36160, 36669, 36162, 36163, 36164, 36677, 36161, 36679, 36680, 36681, 36675, 36683, 36684, 36685, 36686, 36688, 36690, 36691, 36692, 36693, 36118, 36700, 36190, 36191, 36192, 36194, 36710, 36711, 36200, 36201, 36202, 36203, 36204, 36205, 36206, 36207, 36208, 36209, 36210, 36211, 36212, 36213, 36214, 36215, 36216, 36729, 36730, 36739, 36740, 36713, 36746, 36747, 36749, 36750, 36714, 36715, 36760, 36770, 36780, 36720, 36788, 36789, 36790, 36791, 36792, 36794, 36800, 36810, 36811, 36812, 36300, 36814, 36815, 36116, 36817, 36818, 36307, 36820, 36309, 36310, 36308, 36312, 36313, 36314, 36315, 36316, 36317, 36318, 36830, 36320, 36828, 36829, 36826, 36119, 36837, 36840, 36841, 36330, 36331, 36843, 36845, 36847, 36849, 36340, 36854, 36855, 36856, 36858, 36860, 36861, 36350, 36863]",5,363726.2
1803,2023-01-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,874774.0,133,"[37120, 37248, 37766, 37129, 37130, 37260, 37900, 37789, 37281, 37795, 37796, 37800, 37181, 37183, 37440, 37185, 37313, 37187, 37446, 37448, 37449, 37450, 37451, 37200, 37460, 37591, 37208, 37468, 37470, 37600, 37494]",5,174954.8
1805,2023-05-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,3177.0,3,"[37210, 37900]",2,1588.5
1806,2023-05-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,1808.0,1,[37300],1,1808.0
1811,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,119389.0,38,"[37312, 37313, 37184, 37185, 37700, 37318, 37864, 37001, 37002, 37003, 37005, 37778, 37267, 37300, 37330, 37340, 37789]",5,23877.8
1812,2023-06-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,2806.0,1,[37184],1,2806.0
1814,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,3099.0,2,"[37312, 37185]",2,1549.5
1815,2023-06-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,11310.0,2,"[37439, 37439]",1,11310.0
1816,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,223.0,1,[37800],1,223.0
1817,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Salamanca,429.0,1,[37217],1,429.0
1820,2023-10-19,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,3973.0,12,"[37700, 37510, 37710, 37716, 37621, 37591, 37659]",3,1324.3333333333333
1821,2023-10-22,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,36.0,1,[37700],1,36.0
1822,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,257.0,1,[37500],1,257.0
1823,2023-10-26,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,203.0,1,[37700],1,203.0
1824,2023-10-28,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,157.0,1,[37700],1,157.0
1825,2023-10-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,220.0,1,[37700],1,220.0
1829,2023-11-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,20327.0,28,"[37794, 37730, 37700, 37768, 37710, 37776, 37777, 37716, 37717]",4,5081.75
1830,2023-11-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Salamanca,1870.0,3,"[37700, 37700, 37710]",1,1870.0
1831,2023-03-29,CAUSAS NATURALES/EMBATE DE MAR,Santa Cruz de Tenerife,2947.0,1,[38769],1,2947.0
1833,2023-08-13,CAUSAS NATURALES/EMBATE DE MAR,Santa Cruz de Tenerife,128908.0,5,"[38660, 38631, 38639, 38679, 38109]",2,64454.0
1834,2023-11-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Santa Cruz de Tenerife,9298.0,1,[38683],1,9298.0
1835,2023-12-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Santa Cruz de Tenerife,4663.0,1,[38759],1,4663.0
1836,2023-05-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,3587.0,1,[40142],1,3587.0
1838,2023-05-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,7345.0,4,"[40421, 40420, 40445, 40495]",2,3672.5
1841,2023-06-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,7555.0,6,"[40480, 40260, 40150]",3,2518.3333333333335
1842,2023-06-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,1044.0,1,[40195],1,1044.0
1843,2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,1106.0,1,[40514],1,1106.0
1845,2023-06-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,114609.0,25,"[40520, 40449, 40556]",2,57304.5
1849,2023-09-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,1318958.0,298,"[40320, 40449, 40194, 40195, 40466, 40480, 40123, 40141, 40142, 40400, 40150, 40151, 40152, 40024, 40154, 40410, 40421, 40422, 40423, 40424]",4,329739.5
1852,2023-09-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,24123.0,7,"[40400, 40410, 40424, 40151]",3,8041.0
1855,2023-09-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,7305.0,3,"[40400, 40194, 40236]",3,2435.0
1856,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Segovia,1697.0,1,[40422],1,1697.0
1865,2023-01-22,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Segovia,32342.0,69,"[40193, 40194, 40195, 40196, 40197, 40591, 40100, 40500, 40512, 40001, 40002, 40003, 40004, 40517, 40006, 40520, 40400, 40154, 40410, 40160, 40161, 40162, 40420, 40421, 40422, 40424, 40170, 40172, 40180]",9,3593.5555555555557
1869,2023-11-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Segovia,106367.0,173,"[40193, 40194, 40195, 40196, 40197, 40100, 40370, 40500, 40510, 40001, 40002, 40003, 40516, 40005, 40006, 40518, 40392, 40004, 40185, 40140, 40142, 40400, 40529, 40532, 40153, 40410, 40540, 40160, 40161, 40162, 40420, 40421, 40164, 40424, 40553, 40170, 40171, 40560, 40180, 40181, 40313, 40190, 40191]",4,26591.75
1870,2023-01-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,2158.0,1,[41440],1,2158.0
1871,2023-01-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,3549.0,1,[41749],1,3549.0
1872,2023-02-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,11921.0,1,[41012],1,11921.0
1873,2023-05-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,2320.0,4,"[41200, 41400, 41400, 41400]",1,2320.0
1875,2023-05-28,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,76039.0,31,"[41089, 41410, 41540, 41510, 41520, 41200, 41300, 41013, 41110, 41400, 41500]",2,38019.5
1878,2023-06-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,90327.0,28,"[41410, 41219, 41640, 41740, 41749, 41210]",3,30109.0
1879,2023-06-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,2221.0,1,[41600],1,2221.0
1883,2023-09-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,154980.0,61,"[41100, 41110, 41500, 41900, 41006, 41008, 41009, 41010, 41907, 41908, 41015, 41016, 41018, 41020, 41920, 41927, 41804, 41807, 41300, 41309, 41950, 41702, 41710, 41200, 41970, 41980]",4,38745.0
1885,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,214235.0,48,"[41920, 41479, 41450, 41390, 41360, 41560, 41565, 41567]",2,107117.5
1886,2023-09-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,4023.0,1,[41450],1,4023.0
1890,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,475623.0,120,"[41728, 41089, 41600, 41100, 41360, 41370, 41500, 41120, 41640, 41770, 41900, 41006, 41007, 41008, 41013, 41014, 41016, 41530, 41018, 41020, 41410, 41540, 41804, 41806, 41807, 41940, 41560, 41310, 41950, 41701, 41702, 41703, 41710, 41720, 41980]",4,118905.75
1891,2023-10-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,64041.0,7,"[41007, 41410, 41710, 41110, 41006, 41020, 41710]",1,64041.0
1892,2023-11-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,4214.0,1,[41800],1,4214.0
1893,2023-12-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Sevilla,67.0,1,[41006],1,67.0
1901,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Sevilla,31010498.0,13073,"[41600, 41728, 41089, 41092, 41350, 41610, 41359, 41620, 41749, 41750, 41500, 41630, 41760, 41510, 41640, 41001, 41002, 41003, 41004, 41005, 41006, 41007, 41008, 41520, 41009, 41010, 41011, 41013, 41012, 41015, 41016, 41400, 41530, 41018, 41020, 41014, 41019, 41017, 41409, 41410, 41540, 41670, 41927, 41420, 41807, 41300, 41429, 41430, 41563, 41309, 41310, 41439, 41440, 41567, 41209, 41320, 41449, 41710, 41071, 41330, 41719, 41720, 41849, 41339, 41340, 41727]",8,3876312.25
1903,2023-01-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,4847.0,2,"[42153, 42162]",2,2423.5
1904,2023-05-31,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,23480.0,3,"[42001, 42001, 42004]",1,23480.0
1905,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,10577.0,3,"[42300, 42330, 42330]",1,10577.0
1907,2023-06-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,4407.0,4,"[42002, 42003, 42100, 42330]",2,2203.5
1910,2023-06-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Soria,19433.0,7,"[42112, 42113, 42149, 42002, 42131]",3,6477.666666666667
