,date,disaster,province,total_cost,claims,postal_codes,duration,losses_day
299,2023-03-10,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Asturias,1128.0,3,"[33775, 33700, 33791]",1,1128.0
301,2023-03-14,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Asturias,4493.0,12,"[33792, 33700, 33874, 33780, 33787, 33791]",2,2246.5
302,2023-03-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Asturias,746.0,1,[33775],1,746.0
303,2023-09-15,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Asturias,849.0,1,[33558],1,849.0
311,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Asturias,323520.0,439,"[33793, 33794, 33795, 33797, 33800, 33810, 33299, 33812, 33813, 33300, 33816, 33817, 33818, 33820, 33312, 33314, 33316, 33836, 33837, 33840, 33868, 33873, 33874, 33880, 33889, 33891, 33391, 33393, 33394, 33400, 33401, 33402, 33403, 33404, 33405, 33410, 33412, 33416, 33417, 33930, 33418, 33934, 33424, 33937, 33429, 33430, 33438, 33440, 33448, 33449, 33450, 33456, 33457, 33458, 33459, 33460, 33468, 33469, 33470, 33990, 33997, 33490, 33491, 33492, 33500, 33509, 33510, 33001, 33004, 33006, 33519, 33520, 33518, 33011, 33013, 33535, 33554, 33555, 33560, 33567, 33590, 33594, 33596, 33600, 33610, 33114, 33629, 33630, 33117, 33120, 33125, 33126, 33129, 33138, 33139, 33150, 33154, 33156, 33157, 33670, 33159, 33162, 33677, 33680, 33685, 33691, 33695, 33700, 33191, 33192, 33194, 33195, 33710, 33199, 33201, 33203, 33716, 33717, 33204, 33719, 33206, 33209, 33210, 33211, 33212, 33213, 33727, 33728, 33734, 33740, 33746, 33747, 33749, 33750, 33759, 33780, 33788, 33789, 33790, 33791]",8,40440.0
320,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Asturias,2650646.0,3427,"[33001, 33002, 33003, 33004, 33005, 33006, 33007, 33008, 33009, 33010, 33011, 33012, 33013, 33100, 33111, 33112, 33114, 33115, 33116, 33117, 33118, 33119, 33120, 33125, 33126, 33127, 33128, 33129, 33130, 33138, 33139, 33150, 33154, 33155, 33156, 33157, 33158, 33159, 33160, 33161, 33162, 33163, 33170, 33171, 33172, 33173, 33174, 33180, 33186, 33187, 33188, 33189, 33190, 33191, 33192, 33193, 33194, 33195, 33196, 33199, 33200, 33201, 33202, 33203, 33204, 33205, 33206, 33207, 33208, 33209, 33210, 33211, 33212, 33213, 33290, 33299, 33300, 33310, 33311, 33312, 33313, 33314, 33315, 33316, 33317, 33318, 33320, 33325, 33326, 33327, 33328, 33329, 33330, 33341, 33342, 33343, 33344, 33347, 33350, 33390, 33391, 33392, 33393, 33394, 33400, 33401, 33402, 33403, 33404, 33405, 33410, 33411, 33412, 33414, 33416, 33418, 33420, 33423, 33424, 33425, 33426, 33427, 33428, 33429, 33430, 33438, 33439, 33440, 33448, 33449, 33450, 33456, 33457, 33458, 33459, 33460, 33468, 33469, 33470, 33490, 33491, 33492, 33500, 33507, 33508, 33509, 33510, 33518, 33519, 33520, 33527, 33528, 33529, 33530, 33534, 33535, 33536, 33537, 33539, 33540, 33546, 33554, 33555, 33556, 33557, 33558, 33559, 33560, 33567, 33568, 33569, 33570, 33576, 33578, 33579, 33580, 33581, 33582, 33583, 33584, 33585, 33590, 33591, 33592, 33593, 33594, 33595, 33596, 33597, 33598, 33600, 33610, 33612, 33613, 33614, 33617, 33618, 33619, 33629, 33630, 33638, 33640, 33660, 33669, 33679, 33680, 33682, 33683, 33684, 33687, 33690, 33691, 33696, 33697, 33700, 33707, 33709, 33710, 33716, 33717, 33718, 33719, 33720, 33727, 33728, 33729, 33730, 33731, 33735, 33740, 33746, 33747, 33749, 33750, 33756, 33757, 33758, 33759, 33760, 33768, 33769, 33770, 33774, 33775, 33776, 33777, 33778, 33779, 33780, 33782, 33783, 33784, 33785, 33786, 33787, 33788, 33789, 33790, 33791, 33792, 33793, 33794, 33795, 33796, 33798, 33800, 33810, 33811, 33812, 33813, 33814, 33815, 33816, 33817, 33819, 33820, 33825, 33827, 33828, 33829, 33830, 33836, 33840, 33842, 33846, 33850, 33857, 33859, 33860, 33865, 33866, 33867, 33868, 33869, 33870, 33873, 33874, 33875, 33876, 33877, 33878, 33879, 33880, 33888, 33889, 33890, 33891, 33892, 33900, 33909, 33910, 33919, 33920, 33930, 33934, 33936, 33938, 33939, 33940, 33947, 33950, 33958, 33960, 33980, 33990, 33992, 33993, 33994, 3392]",9,294516.22222222225
322,2023-05-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Avila,20634.0,9,"[5400, 5113, 5416, 5198]",2,10317.0
331,2023-06-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Avila,119670.0,33,"[5216, 5217, 5120, 5001, 5002, 5003, 5420, 5165, 5004, 5151, 5309, 5310, 5215]",9,13296.666666666666
333,2023-06-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Avila,4950.0,2,"[5489, 5004]",2,2475.0
334,2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Avila,1221.0,1,[5003],1,1221.0
335,2023-06-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Avila,192.0,1,[5290],1,192.0
340,2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Avila,315656.0,69,"[5002, 5003, 5004, 5260, 5268, 5291, 5292, 5163, 5165, 5300, 5430, 5191, 5195, 5197, 5198, 5200, 5212, 5216, 5217, 5350, 5100, 5230, 5110, 5239, 5240]",5,63131.2
341,2023-11-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Avila,702.0,1,[5480],1,702.0
343,2023-01-17,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Avila,3582.0,3,"[5230, 5239]",2,1791.0
344,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Avila,832.0,1,[5230],1,832.0
350,2023-10-22,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Avila,3035.0,7,"[5571, 5480, 5514, 5198, 5619, 5400]",6,505.8333333333333
355,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Avila,7528.0,14,"[5480, 5610, 5230, 5621, 5239]",5,1505.6
356,2023-05-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,56992.0,30,"[6800, 6499, 6480, 6499, 6480, 6800, 6480, 6800, 6480, 6800, 6800, 6480, 6800, 6498, 6498, 6800, 6800, 6480, 6480, 6800, 6499, 6800, 6499, 6480, 6131, 6499, 6480, 6498, 6800, 6490]",1,56992.0
357,2023-05-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,1301.0,2,"[6291, 6800]",1,1301.0
358,2023-06-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,9753.0,5,"[6178, 6220, 6400, 6220, 6220]",1,9753.0
359,2023-06-04,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,2909.0,1,[6890],1,2909.0
360,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,2509.0,1,[6499],1,2509.0
361,2023-06-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,1167.0,1,[6225],1,1167.0
362,2023-07-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,5300.0,1,[6220],1,5300.0
365,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,141581.0,64,"[6210, 6410, 6475, 6476, 6443, 6800, 6360, 6458]",3,47193.666666666664
367,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,23817.0,6,"[6195, 6919]",2,11908.5
368,2023-09-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,818.0,1,[6007],1,818.0
372,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,714050.0,204,"[6920, 6670, 6170, 6300, 6180, 6950, 6184, 6185, 6186, 6700, 6190, 6193, 6194, 6195, 6200, 6460, 6720, 6220, 6480, 6498, 6499, 6003, 6510, 6130, 6002, 6004, 6005, 6006, 6007, 6008, 6009, 6010, 6011, 6140, 6518]",4,178512.5
376,2023-10-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,10959.0,8,"[6920, 6186, 6220, 6005, 6006, 6200]",4,2739.75
378,2023-10-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,271308.0,28,"[6190, 6001, 6194, 6002, 6004, 6005, 6006, 6009, 6010, 6011, 6174]",2,135654.0
379,2023-11-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,2224.0,1,[6186],1,2224.0
381,2023-12-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Badajoz,28015.0,5,"[6500, 6510, 6670, 6518, 6173]",2,14007.5
382,2023-10-19,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Badajoz,5000.0,1,[6001],1,5000.0
384,2023-02-07,CAUSAS NATURALES/EMBATE DE MAR,Barcelona,99611.0,4,"[8912, 8930, 8330, 8911]",2,49805.5
385,2023-02-23,CAUSAS NATURALES/EMBATE DE MAR,Barcelona,970.0,1,[8911],1,970.0
386,2023-10-17,CAUSAS NATURALES/EMBATE DE MAR,Barcelona,7984.0,1,[8870],1,7984.0
389,2023-10-21,CAUSAS NATURALES/EMBATE DE MAR,Barcelona,122544.0,7,"[8392, 8380, 8911]",3,40848.0
393,2023-05-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,112434.0,26,"[8225, 8195, 8197, 8198, 8172, 8173, 8755, 8697, 8191]",4,28108.5
394,2023-05-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,11940.0,1,[8191],1,11940.0
396,2023-05-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,17950.0,6,"[8450, 8329, 8459, 8301, 8304]",2,8975.0
400,2023-05-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,55673.0,16,"[8330, 8271, 8593, 8338, 8340, 8380, 8350]",4,13918.25
402,2023-05-31,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,21783.0,3,"[8120, 8785, 8786]",2,10891.5
407,2023-06-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,106201.0,21,"[8504, 8233, 8500, 8692, 8503, 8600, 8506, 8509]",5,21240.2
409,2023-06-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,42623.0,8,"[8225, 8711, 8180, 8213, 8788, 8700]",2,21311.5
413,2023-06-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,962662.0,224,"[8210, 8221, 8350, 8222, 8224, 8225, 8226, 8227, 8228, 8230, 8232, 8233, 8243, 8500, 8760, 8506, 8254, 8510, 8259, 8396, 8275, 8295, 8297, 8560, 8570, 8571]",4,240665.5
414,2023-06-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,4663.0,1,[8105],1,4663.0
418,2023-07-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,197903.0,49,"[8260, 8230, 8295, 8519, 8297, 8174, 8560, 8242, 8211, 8500, 8340, 8349, 8504, 8506, 8253]",4,49475.75
420,2023-07-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,4189.0,2,"[8560, 8225]",2,2094.5
426,2023-08-31,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,288482.0,100,"[8320, 8003, 8329, 8330, 8394, 8397, 8398, 8239, 8401, 8338, 8339, 8340, 8370, 8348, 8349, 8350]",6,48080.333333333336
429,2023-09-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,33286.0,8,"[8880, 8330, 8221, 8031]",3,11095.333333333334
431,2023-09-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,1750.0,2,"[8880, 8840]",2,875.0
433,2023-10-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,17793.0,2,"[8880, 8850]",2,8896.5
435,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Barcelona,22877.0,4,"[8860, 8380, 8397]",2,11438.5
440,2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Barcelona,53507.0,67,"[8230, 8551, 8552, 8553, 8458, 8460, 8591, 8593, 8469, 8470, 8472, 8474, 8476, 8445]",5,10701.4
441,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Barcelona,3090.0,1,[8230],1,3090.0
442,2023-10-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Barcelona,816.0,1,[8474],1,816.0
443,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Barcelona,57.0,1,[8470],1,57.0
448,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Barcelona,592618.0,666,"[8840, 8458, 8460, 8461, 8719, 8472, 8474, 8476, 8232, 8233, 8253, 8640, 8259, 8781, 8782, 8783, 8784, 8785, 8787, 8292, 8293, 8294, 8295, 8296, 8297, 8298, 8299, 8691, 8695, 8445]",5,118523.6
450,2023-11-22,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Barcelona,3131.0,3,[8458],2,1565.5
451,2023-11-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Barcelona,372.0,1,[8458],1,372.0
452,2023-08-03,CAUSAS NATURALES/EMBATE DE MAR,Bizkaia,7656.0,1,[48280],1,7656.0
455,2023-01-17,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Bizkaia,203437.0,60,"[48640, 48130, 48015, 48277, 48150, 48160, 48550, 48180, 48950, 48192, 48960, 48196, 48710, 48460, 48215, 48992, 48993, 48610, 48100, 48620, 48110, 48370, 48508, 48510]",3,67812.33333333333
456,2023-05-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Bizkaia,4663.0,1,[48096],1,4663.0
457,2023-06-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Bizkaia,493.0,1,[48960],1,493.0
458,2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Bizkaia,8067.0,6,"[48800, 48800, 48800, 48800, 48800, 48230]",1,8067.0
462,2023-06-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Bizkaia,166655.0,59,"[48800, 48960, 48450, 48480, 48004, 48003, 48230, 48194, 48200, 48009, 48970, 48192, 48879, 48530, 48498, 48314, 48860, 48383]",4,41663.75
463,2023-08-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Bizkaia,6691.0,1,[48910],1,6691.0
464,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Bizkaia,380.0,1,[48910],1,380.0
468,2023-09-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Bizkaia,324850.0,72,"[48130, 48260, 48902, 48903, 48269, 48270, 48277, 48278, 48410, 48930, 48940, 48950, 48700, 48960, 48200, 48215, 48600, 48100, 48230, 48620, 48240, 48249, 48250, 48510]",4,81212.5
469,2023-09-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Bizkaia,679703.0,80,"[48970, 48100, 48100, 48970, 48970, 48970, 48004, 48970, 48004, 48005, 48970, 48004, 48004, 48100, 48970, 48970, 48970, 48450, 48970, 48004, 48005, 48004, 48970, 48005, 48004, 48100, 48004, 48160, 48970, 48130, 48004, 48005, 48970, 48005, 48970, 48970, 48970, 48970, 48970, 48970, 48450, 48005, 48100, 48006, 48450, 48610, 48004, 48004, 48005, 48970, 48970, 48005, 48007, 48970, 48100, 48100, 48100, 48970, 48970, 48006, 48005, 48970, 48005, 48004, 48970, 48006, 48970, 48004, 48970, 48005, 48170, 48450, 48004, 48970, 48970, 48004, 48970, 48004, 48004, 48970]",1,679703.0
470,2023-09-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Bizkaia,3053.0,1,[48007],1,3053.0
471,2023-10-10,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Bizkaia,6528.0,1,[48970],1,6528.0
472,2023-10-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Bizkaia,3982.0,1,[48014],1,3982.0
473,2023-11-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Bizkaia,121.0,1,[48830],1,121.0
474,2023-01-01,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Bizkaia,649.0,1,[48993],1,649.0
476,2023-01-08,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Bizkaia,30858.0,42,"[48992, 48993, 48930, 48520, 48990, 48530, 48500, 48510, 48991]",2,15429.0
486,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Bizkaia,294264.0,247,"[48130, 48650, 48395, 48013, 48280, 48287, 48288, 48800, 48311, 48313, 48830, 48191, 48190, 48840, 48460, 48850, 48860, 48350, 48610, 48100, 48360, 48620, 48110, 48879, 48112, 48880, 48370, 48114, 48116, 48630, 48120, 48890, 48891]",10,29426.4
491,2023-10-21,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Bizkaia,17081.0,29,"[48800, 48192, 48130, 48100, 48460, 48620, 48879, 48850, 48370, 48114, 48120, 48891, 48860, 48191]",5,3416.2
493,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Bizkaia,4698.0,7,"[48130, 48100, 48460, 48120, 48891]",2,2349.0
498,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Bizkaia,2106383.0,2060,"[48640, 48130, 48650, 48140, 48141, 48142, 48144, 48150, 48160, 48170, 48180, 48700, 48190, 48191, 48192, 48194, 48195, 48196, 48710, 48200, 48212, 48213, 48215, 48220, 48230, 48240, 48260, 48269, 48270, 48278, 48280, 48287, 48800, 48288, 48289, 48291, 48810, 48300, 48820, 48309, 48311, 48314, 48315, 48830, 48320, 48840, 48330, 48850, 48340, 48860, 48350, 48869, 48360, 48879, 48370, 48890, 48891, 48380, 48381, 48382, 48383, 48895, 48900, 48901, 48902, 48903, 48392, 48390, 48394, 48395, 48393, 48391, 48910, 48920, 48930, 48940, 48950, 48960, 48450, 48970, 48460, 48980, 48990, 48991, 48992, 48993, 48480, 48490, 48498, 48499, 48500, 48508, 48509, 48510, 48001, 48002, 48003, 48004, 48005, 48006, 48007, 48520, 48008, 48010, 48011, 48012, 48013, 48014, 48015, 48009, 48530, 48550, 48080, 48600, 48610, 48100, 48620, 48110, 48111, 48112, 48113, 48114, 48115, 48116, 48630, 48120]",5,421276.6
499,2023-12-07,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Bizkaia,6920.0,7,"[48500, 48500, 48530, 48540, 48530, 48530, 48530]",1,6920.0
500,2023-12-27,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Bizkaia,149.0,1,[48891],1,149.0
501,2023-12-30,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Bizkaia,236.0,1,[48891],1,236.0
502,2023-01-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,111.0,1,[9550],1,111.0
503,2023-03-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,4309.0,1,[9670],1,4309.0
505,2023-04-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,6246.0,4,"[9354, 9100, 9110]",2,3123.0
514,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,98796.0,36,"[9120, 9219, 9347, 9125, 9348, 9200, 9141, 9270, 9239, 9691, 9500, 9341, 9246]",9,10977.333333333334
515,2023-06-08,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,416.0,1,[9515],1,416.0
518,2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,569759.0,46,"[9280, 9249, 9443, 9292, 9550, 9107, 9556, 9270, 9246, 9240, 9530, 9215, 9212, 1118, 9247]",3,189919.66666666666
519,2023-06-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,818.0,1,[9556],1,818.0
524,2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,97029.0,37,"[9346, 9512, 9194, 9515, 9580, 9549, 9244, 9133, 9197, 9585, 9588, 9140, 9593, 9500, 9246, 9215]",5,19405.8
525,2023-06-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,1335.0,2,"[9146, 9530]",1,1335.0
526,2023-06-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,782.0,1,[9585],1,782.0
527,2023-07-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,567.0,1,[9554],1,567.0
528,2023-07-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,288.0,2,"[9556, 9550]",1,288.0
529,2023-09-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,552.0,1,[9246],1,552.0
533,2023-09-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,10773.0,9,"[9586, 9110, 9500, 9550]",4,2693.25
534,2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,2505.0,1,[9443],1,2505.0
535,2023-10-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,1457.0,1,[9197],1,1457.0
536,2023-11-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Burgos,5011.0,1,[9125],1,5011.0
537,2023-01-01,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Burgos,11862.0,8,"[9560, 9580, 9589, 9560, 9580, 9569, 9398, 9580]",1,11862.0
544,2023-01-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Burgos,33821.0,44,"[9600, 9613, 9615, 9500, 9250, 9511, 9514, 9259, 9267, 9670, 9550, 9556, 9569, 9194, 9580, 9198, 9585, 9587, 9588, 9589]",7,4831.571428571428
546,2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Burgos,1772.0,6,"[9600, 9670, 9514, 9198, 9693]",2,886.0
550,2023-10-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Burgos,37655.0,43,"[9559, 9569, 9572, 9670, 9512, 9514, 9580, 9550, 9294, 9585, 9587, 9588, 9589, 9142, 9557, 9558, 9500, 9566]",4,9413.75
552,2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Burgos,469.0,3,"[9580, 9500, 9294]",2,234.5
561,2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Burgos,478381.0,580,"[9600, 9217, 9218, 9219, 9216, 9351, 9612, 9613, 9615, 9240, 9500, 9249, 9250, 9510, 9511, 9512, 9001, 9514, 9515, 9003, 9002, 9006, 9007, 9004, 9259, 9258, 9642, 9260, 9005, 9270, 9271, 9400, 9670, 9290, 9292, 9549, 9550, 9551, 9293, 9553, 9554, 9294, 9556, 9557, 9558, 9559, 9560, 9567, 9568, 9569, 9571, 9443, 9572, 9192, 9193, 9194, 9580, 9198, 9199, 9200, 9585, 9586, 9587, 9589, 9640, 9513, 9210, 9211, 9212, 9213, 9215]",9,53153.444444444445
562,2023-01-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,380.0,1,[10186],1,380.0
564,2023-01-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,19590.0,4,"[10520, 10529, 10310]",2,9795.0
565,2023-03-25,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,4824.0,1,[10740],1,4824.0
566,2023-05-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,546.0,1,[10600],1,546.0
568,2023-05-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,16073.0,8,"[10680, 10400, 10160, 10200]",2,8036.5
570,2023-06-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,10341.0,6,"[10930, 10004, 10252]",2,5170.5
571,2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,8874.0,3,"[10002, 10639, 10005]",1,8874.0
573,2023-06-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,28868.0,8,"[10400, 10005, 10470, 10639]",2,14434.0
574,2023-06-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,4049.0,1,[10857],1,4049.0
575,2023-06-30,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,902.0,1,[10680],1,902.0
577,2023-09-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,76450.0,15,"[10600, 10161, 10812, 10120]",2,38225.0
580,2023-09-16,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,56371.0,11,"[10560, 10600, 10120, 10129, 10130, 10004, 10005, 10269]",3,18790.333333333332
582,2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,328257.0,35,"[10210, 10180, 10694, 10750, 10600, 10120, 10001, 10002, 10195, 10004, 10005, 10519, 10840, 10300, 10392, 10110]",2,164128.5
583,2023-10-22,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,18140.0,1,[10550],1,18140.0
584,2023-10-29,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,17705.0,2,"[10880, 10520]",1,17705.0
585,2023-11-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,1090.0,1,[10700],1,1090.0
587,2023-12-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Caceres,83578.0,17,"[10370, 10120, 10318, 10193, 10900, 10005, 10004, 10392, 10394, 10300]",2,41789.0
591,2023-10-20,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Caceres,2378.0,7,"[10625, 10470, 10440, 10700, 10611]",4,594.5
595,2023-11-04,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Caceres,5666.0,10,"[10700, 10610, 10612, 10459, 10460]",4,1416.5
596,2023-02-10,CAUSAS NATURALES/EMBATE DE MAR,Cadiz,10584.0,2,"[11310, 11310]",1,10584.0
597,2023-02-14,CAUSAS NATURALES/EMBATE DE MAR,Cadiz,5540.0,3,"[11310, 11312, 11310]",1,5540.0
598,2023-02-18,CAUSAS NATURALES/EMBATE DE MAR,Cadiz,7363.0,2,"[11310, 11310]",1,7363.0
599,2023-10-22,CAUSAS NATURALES/EMBATE DE MAR,Cadiz,8088.0,1,[11139],1,8088.0
