date,disaster,province,total_cost,claims,postal_codes,duration,losses_day
2023-10-24,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Sevilla,31010498.0,13073,"[41600, 41728, 41089, 41092, 41350, 41610, 41359, 41620, 41749, 41750, 41500, 41630, 41760, 41510, 41640, 41001, 41002, 41003, 41004, 41005, 41006, 41007, 41008, 41520, 41009, 41010, 41011, 41013, 41012, 41015, 41016, 41400, 41530, 41018, 41020, 41014, 41019, 41017, 41409, 41410, 41540, 41670, 41927, 41420, 41807, 41300, 41429, 41430, 41563, 41309, 41310, 41439, 41440, 41567, 41209, 41320, 41449, 41710, 41071, 41330, 41719, 41720, 41849, 41339, 41340, 41727]",8,3876312.25
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Soria,81900.0,106,"[42112, 42368, 42113, 42001, 42002, 42004, 42005, 42392, 42141, 42145, 42366, 42146, 42150, 42153, 42156, 42157, 42158, 42291, 42294, 42300, 42174, 42313, 42315, 42317, 42190, 42320, 42193, 42200, 42330, 42211, 42345, 42100, 42360, 42107, 42110]",5,16380.0
2023-10-20,CAUSAS NATURALES/EMBATE DE MAR,Tarragona,267280.0,7,"[43840, 43882, 43883, 43892]",2,133640.0
2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,4274048.0,783,"[43520, 43529, 43530, 43540, 43549, 43550, 43558, 43559, 43560, 43569, 43570, 43897, 43580, 43590, 43591, 43860, 43736, 43870, 43746, 43878, 43500, 43890, 43891, 43892, 43894, 43896, 43001, 43514, 43515, 43516, 43517, 43519]",7,610578.2857142857
2023-09-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,915965.0,221,"[43008, 43530, 43151, 43412, 43820, 43570, 43830, 43515, 43580, 43839, 43840, 43850, 43519, 43470, 43860, 43480, 43870, 43877, 43882, 43883, 43890, 43891, 43892, 43893, 43894, 43895, 43896, 43003, 43004, 43007]",7,130852.14285714286
2023-10-20,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Tarragona,740091.0,279,"[43840, 43206, 43400, 43881, 43882, 43850, 43820, 43880, 43700, 43892, 43830]",6,123348.5
2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Tarragona,175128.0,248,"[43520, 43527, 43529, 43530, 43540, 43549, 43550, 43558, 43559, 43560, 43512, 43895, 43569, 43570, 43580, 43590, 43591, 43592, 43850, 43595, 43860, 43870, 43877, 43879, 43500, 43894, 43511, 43896, 43897, 43514, 43510, 43516, 43519]",8,21891.0
2023-06-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,123601.0,65,"[44192, 44001, 44002, 44003, 44600, 44190]",3,41200.333333333336
2023-06-14,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,3028270.0,18,"[44001, 44002, 44003, 44397, 44431, 44791]",3,1009423.3333333334
2023-07-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Teruel,80466.0,60,"[44600, 44593, 44530]",2,40233.0
2023-07-06,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Teruel,1394655.0,58,"[44001, 44540, 44600, 44600, 44600, 44600, 44600, 44600, 44540, 44500, 44600, 44600, 44600, 44530, 44530, 44600, 44600, 44600, 44540, 44600, 44500, 44600, 44600, 44600, 44500, 44600, 44600, 44600, 44600, 44530, 44600, 44600, 44600, 44600, 44600, 44530, 44600, 44600, 44550, 44600, 44600, 44600, 44530, 44600, 44540, 44600, 44600, 44661, 44600, 44600, 44600, 44600, 44600, 44600, 44600, 44500, 44600, 44600]",1,1394655.0
2023-06-02,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,193819.0,70,"[45830, 45840, 45593, 45850, 45210, 45214, 45215, 45216, 45217, 45860, 45221, 45223, 45100, 45250, 45638, 45004, 45646, 45520, 45525, 45909, 45790, 45280, 45542, 45161, 45164, 45680, 45950]",9,21535.444444444445
2023-06-05,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,250966.0,59,"[45730, 45700, 45223, 45224, 45100, 45710, 45518, 45593]",2,125483.0
2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,278202.0,71,"[45340, 45700, 45720, 45160, 45340, 45518, 45340, 45222, 45340, 45161, 45340, 45340, 45340, 45700, 45122, 45700, 45700, 45340, 45007, 45007, 45340, 45340, 45730, 45161, 45222, 45700, 45160, 45340, 45340, 45700, 45340, 45340, 45340, 45730, 45730, 45222, 45161, 45161, 45730, 45007, 45007, 45007, 45800, 45730, 45340, 45340, 45340, 45720, 45340, 45340, 45700, 45700, 45340, 45007, 45340, 45300, 45340, 45780, 45700, 45360, 45730, 45340, 45518, 45518, 45730, 45700, 45720, 45340, 45800, 45340, 45340]",1,278202.0
2023-09-15,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,108809138.0,10912,"[45568, 45590, 45591, 45592, 45593, 45594, 45600, 45100, 45612, 45621, 45110, 45111, 45112, 45114, 45120, 45122, 45123, 45124, 45125, 45126, 45127, 45128, 45638, 45660, 45662, 45150, 45670, 45159, 45160, 45161, 45162, 45163, 45001, 45164, 45680, 45685, 45003, 45686, 45690, 45180, 45181, 45182, 45183, 45694, 45692, 45700, 45190, 45191, 45710, 45200, 45517, 45210, 45211, 45212, 45213, 45214, 45215, 45216, 45217, 45220, 45221, 45222, 45223, 45224, 45740, 45230, 45523, 45749, 45240, 45760, 45250, 45770, 45260, 45780, 45270, 45280, 45800, 45290, 45291, 45810, 45300, 45310, 45311, 45830, 45840, 45850, 45340, 45860, 45870, 45880, 45370, 45900, 45908, 45909, 45910, 45400, 45919, 45920, 45410, 45930, 45420, 45940, 45430, 45950, 45440, 45960, 45450, 45470, 45480, 45500, 45510, 45511, 45512, 45513, 45514, 45002, 45004, 45005, 45518, 45519, 45520, 45007, 45521, 45006, 45008, 45516, 45522, 45525, 45526, 45529, 45530, 45531, 45524, 45533, 45540, 45542, 45543, 45544]",15,7253942.533333333
2023-10-23,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,388980.0,147,"[45569, 45200, 45210, 45211, 45215, 45600, 45217, 45220, 45613, 45112, 45638, 45003, 45004, 45910, 45270, 45530, 45920, 45280, 45543, 45800, 45161, 45290, 45291, 45950, 45183]",5,77796.0
2023-12-01,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Toledo,94772.0,40,"[45600, 45920, 45217, 45220, 45638, 45543, 45513, 45610, 45580, 45646, 45200, 45621, 45910, 45560, 45594, 45180, 45182, 45215]",3,31590.666666666668
2023-05-26,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,231131.0,59,"[46880, 46850, 46469, 46470, 46600, 46313, 46890, 46220, 46893, 46960, 46640, 46800, 46900, 46869, 46230, 46870, 46170, 46300]",4,57782.75
2023-06-13,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,203936.0,73,"[46530, 46980, 46117, 46182, 46183, 46184, 46185, 46315, 46190, 46800, 46143]",2,101968.0
2023-07-03,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,88027.0,22,"[46117, 46117, 46111, 46110, 46160, 46182, 46190, 46980, 46100, 46117, 46183, 46117, 46190, 46184, 46183, 46117, 46117, 46182, 46015, 46117, 46111, 46184]",1,88027.0
2023-08-27,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,105209.0,41,"[46112, 46113, 46400, 46980, 46116, 46117, 46183, 46184, 46185, 46119, 46470, 46988, 46730, 46220, 46760]",2,52604.5
2023-09-09,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,2439287.0,751,"[46210, 46980, 46469, 46470, 46727, 46600, 46988, 46220, 46989, 46100, 46230, 46110, 46111, 46112, 46113, 46240, 46370, 46116, 46117, 46118, 46250, 46001, 46003, 46900, 46901, 46389, 46007, 46008, 46009, 46650, 46909, 46910, 46015, 46014, 46017, 46530, 46018, 46019, 46920, 46025, 46026, 46408, 46160, 46290, 46930, 46420, 46035, 46680, 46169, 46940, 46430, 46688, 46689, 46182, 46950, 46184, 46185, 46440, 46183, 46960, 46192, 46450, 46197, 46200, 46970, 46460]",11,221753.36363636365
2023-09-19,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valencia,2910921.0,958,"[46600, 46612, 46100, 46614, 46110, 46111, 46112, 46113, 46116, 46117, 46119, 46120, 46135, 46136, 46650, 46140, 46160, 46167, 46680, 46169, 46171, 46687, 46688, 46689, 46690, 46180, 46181, 46182, 46183, 46184, 46185, 46200, 46725, 46728, 46730, 46740, 46230, 46760, 46770, 46780, 46270, 46800, 46290, 46810, 46300, 46814, 46820, 46314, 46357, 46370, 46900, 46901, 46910, 46400, 46410, 46930, 46940, 46430, 46960, 46970, 46460, 46980, 46469, 46470, 46988, 46989, 46512, 46007, 46008, 46012, 46013, 46014, 46015, 46529, 46530, 46019, 46022, 46540, 46035]",8,363865.125
2023-01-23,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Valencia,1016399.0,881,"[46850, 46470, 46600, 46730, 46360, 46620, 46622, 46367, 46368, 46369, 46370, 46630, 46635, 46380, 46894, 46388, 46392, 46650, 46659, 46668, 46670, 46800, 46164, 46165, 46166, 46810, 46811, 46813, 46814, 46815, 46816, 46818, 46819, 46184, 46825, 46824, 46827, 46191, 46839]",10,101639.9
2023-08-26,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Valencia,661730.0,302,"[46183, 46183, 46183, 46184, 46184, 46980, 46183, 46184, 46185, 46184, 46900, 46980, 46960, 46370, 46190, 46183, 46940, 46940, 46980, 46980, 46190, 46184, 46183, 46183, 46183, 46980, 46183, 46183, 46184, 46183, 46190, 46184, 46184, 46183, 46184, 46980, 46183, 46980, 46184, 46980, 46185, 46980, 46988, 46980, 46184, 46980, 46980, 46980, 46930, 46183, 46184, 46183, 46183, 46980, 46980, 46183, 46184, 46183, 46980, 46183, 46183, 46183, 46900, 46980, 46980, 46183, 46183, 46980, 46190, 46185, 46900, 46980, 46184, 46190, 46980, 46183, 46183, 46183, 46183, 46185, 46980, 46900, 46183, 46184, 46183, 46184, 46980, 46184, 46183, 46183, 46184, 46185, 46184, 46183, 46184, 46184, 46980, 46980, 46182, 46980, 46185, 46183, 46183, 46183, 46183, 46183, 46184, 46184, 46980, 46184, 46980, 46980, 46183, 46190, 46184, 46183, 46980, 46183, 46184, 46980, 46183, 46980, 46183, 46183, 46370, 46184, 46184, 46183, 46183, 46190, 46183, 46184, 46183, 46960, 46184, 46900, 46185, 46184, 46184, 46388, 46184, 46185, 46185, 46184, 46370, 46183, 46183, 46184, 46183, 46190, 46190, 46980, 46184, 46190, 46980, 46183, 46184, 46185, 46182, 46183, 46184, 46183, 46183, 46184, 46184, 46183, 46900, 46960, 46183, 46960, 46184, 46183, 46182, 46185, 46185, 46183, 46191, 46901, 46183, 46190, 46184, 46184, 46182, 46184, 46183, 46980, 46183, 46183, 46183, 46184, 46190, 46183, 46184, 46183, 46183, 46183, 46191, 46901, 46190, 46184, 46190, 46182, 46183, 46183, 46183, 46900, 46183, 46183, 46183, 46183, 46184, 46980, 46184, 46184, 46190, 46980, 46183, 46184, 46190, 46183, 46184, 46183, 46183, 46182, 46164, 46980, 46190, 46370, 46184, 46183, 46184, 46183, 46190, 46183, 46930, 46190, 46183, 46184, 46184, 46370, 46183, 46185, 46183, 46184, 46184, 46190, 46988, 46185, 46184, 46183, 46183, 46183, 46184, 46183, 46184, 46183, 46184, 46980, 46183, 46184, 46940, 46185, 46190, 46183, 46183, 46930, 46183, 46184, 46184, 46183, 46183, 46183, 46184, 46940, 46184, 46183, 46185, 46190, 46184, 46185, 46184, 46183, 46184, 46370, 46183, 46182, 46183, 46185, 46185, 46980, 46980, 46980, 46980, 46183, 46182, 46185, 46190, 46980, 46183, 46183, 46183, 46183]",1,661730.0
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Valencia,1324032.0,1490,"[46340, 46600, 46352, 46353, 46354, 46357, 46360, 46367, 46368, 46369, 46370, 46380, 46900, 46901, 46388, 46390, 46392, 46393, 46394, 46391, 46909, 46160, 46930, 46162, 46164, 46165, 46166, 46167, 46170, 46300, 46176, 46310, 46312, 46313, 46315, 46190, 46191, 46960, 46198]",5,264806.4
2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valladolid,872600.0,277,"[47491, 47239, 47240, 47510, 47512, 47513, 47130, 47009, 47011, 47140, 47012, 47270, 47152, 47800, 47162, 47420, 47810, 47813, 47691, 47320, 47194, 47195, 47200, 47330, 47209, 47851, 47607, 47480, 47100, 47230]",18,48477.77777777778
2023-06-18,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valladolid,76649.0,26,"[47008, 47270, 47400, 47250, 47160, 47100]",3,25549.666666666668
2023-09-06,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Valladolid,379635.0,131,"[47494, 47239, 47250, 47003, 47004, 47005, 47260, 47007, 47008, 47010, 47011, 47012, 47013, 47014, 47140, 47016, 47151, 47152, 47162, 47420, 47300, 47430, 47186, 47317, 47320, 47194, 47100]",6,63272.5
2023-06-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zamora,83424.0,24,"[49600, 49026, 49127, 49800, 49005, 49618, 49016, 49622, 49880, 49017, 49850, 49019, 49021, 49022]",6,13904.0
2023-06-21,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,189005.0,66,"[50784, 50017, 50019, 50022, 50246, 50250, 50670, 50511, 50300, 50770, 50420, 50006, 50136, 50009, 50010, 50011, 50012]",6,31500.83333333333
2023-07-12,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,78104102.0,3051,"[50690, 50820, 50692, 50057, 50059, 50190, 50194, 50195, 50196, 50430, 50720, 50470, 50344, 50730, 50100, 50614, 50620, 50367, 50640, 50001, 50002, 50003, 50004, 50005, 50006, 50007, 50008, 50009, 50010, 50011, 50012, 50013, 50014, 50015, 50016, 50017, 50018, 50019, 50660, 50021, 50022, 50150, 50139, 50400, 50410, 50670, 50420, 50295, 50297, 50171, 50172, 50173, 50174]",8,9763012.75
2023-09-07,CAUSAS NATURALES/INUNDACIÓN EXTRAORDINARIA,Zaragoza,242160.0,90,"[50720, 50690, 50660, 50600, 50730, 50410, 50668, 50669, 50007, 50009, 50617, 50650]",6,40360.0
2023-11-05,CAUSAS NATURALES/TEMPESTAD CICLÓNICA ATÍPICA,Zaragoza,298576.0,310,"[50177, 50311, 50313, 50570, 50316, 50700, 50320, 50323, 50580, 50582, 50583, 50200, 50710, 50584, 50590, 50591, 50336, 50212, 50342, 50215, 50216, 50219, 50220, 50230, 50109, 50238, 50750, 50240, 50239, 50500, 50246, 50247, 50760, 50248, 50250, 50511, 50513, 50258, 50257, 50259, 50131, 50266, 50267, 50269, 50270, 50529, 50786, 50408, 50409, 50540, 50546, 50547, 50292, 50290, 50170, 50299, 50300]",5,59715.2
